186985,186985,498,47308
187727,187727,54,4897
187927,187927,125,11970
188167,188167,110,10587
188299,188299,112,10787
188455,188455,105,9943
188673,188673,37,3382
188952,188952,273,26320
189394,189394,229,22019
189644,189644,1048,100238
190725,190725,580,55454
191361,191361,61,5764
191484,191484,143,13635
191718,191718,180,17119
191924,191924,124,11879
192107,192107,370,35462
192501,192501,127,12170
193020,193020,57,5292
193122,193122,48,4467
193237,193237,70,6552
193328,193328,132,12733
193524,193524,54,4857
193652,193652,197,18873
193995,193995,32,3038
194080,194080,403,38636
194691,194691,99,9496
194891,194891,87,8272
195074,195074,137,13035
195497,195497,79,6527
195671,195671,51,4698
195757,195757,58,5561
196241,196241,93,8717
196460,196460,157,15134
196651,196651,110,10704
196900,196900,37,3544
197296,197296,47,4129
197474,197474,155,14826
197657,197657,104,9825
197790,197790,48,4082
197985,197985,54,4596
198377,198377,97,9269
198636,198636,124,11915
198783,198783,39,3626
199166,199166,138,13216
199512,199512,103,9878
199690,199690,43,3993
199803,199803,81,7785
200442,200442,196,18890
200711,200711,101,9624
200838,200838,55,4890
200952,200952,242,23112
201312,201312,38,3639
201371,201371,207,19738
201598,201598,33,3129
201652,201652,57,5139
201738,201738,48,4338
202007,202007,122,11841
202278,202278,52,4910
202355,202355,95,9132
202469,202469,439,42065
202979,202979,50,4711
203416,203416,216,20773
203653,203653,429,41263
204104,204104,94,9050
204232,204232,56,5253
204333,204333,39,3446
204397,204397,273,26230
204689,204689,97,9530
204812,204812,126,12268
205001,205001,340,32813
205410,205410,106,10169
205540,205540,95,9096
205658,205658,53,4726
205790,205790,53,4734
205864,205864,141,13552
206034,206034,96,9178
206177,206177,43,3928
206244,206244,61,5856
206365,206365,118,11333
206504,206504,455,43476
206980,206980,88,8222
207087,207087,562,53717
207667,207667,66,6355
207751,207751,192,18301
207964,207964,942,89854
209321,209321,514,49151
209856,209856,516,49414
211060,211060,644,61476
211740,211740,86,8026
211875,211875,262,24950
212240,212240,119,11532
212877,212877,36,3404
213259,213259,76,7228
213533,213533,344,33051
213903,213903,69,6288
214022,214022,70,6091
214121,214121,160,15371
214299,214299,281,26922
214607,214607,140,13371
214770,214770,60,5764
215326,215326,228,21748
215577,215577,82,7075
215875,215875,429,41011
216325,216325,122,11706
216466,216466,357,34243
216898,216898,143,13878
217065,217065,48,4571
217138,217138,47,4419
217210,217210,84,7394
217454,217454,43,4037
217541,217541,62,5557
217664,217664,97,9323
217787,217787,77,7051
217885,217885,195,18601
218178,218178,71,6505
218269,218269,58,5399
218357,218357,172,16364
218636,218636,38,3587
219376,219376,44,3898
219776,219776,68,6486
219899,219899,224,21537
220147,220147,96,9277
220264,220264,217,20927
220545,220545,99,9406
220815,220815,32,3101
220922,220922,40,3801
221001,221001,39,3731
221140,221140,71,6529
221631,221631,649,62246
222325,222325,44,4252
222440,222440,42,4012
222635,222635,36,3140
222748,222748,53,5092
222823,222823,127,12152
222972,222972,138,13360
223136,223136,70,6768
223227,223227,45,4271
223323,223323,33,3133
223377,223377,130,12362
223583,223583,53,4842
223741,223741,37,3070
224330,224330,127,12125
224523,224523,120,11506
224701,224701,98,9405
224849,224849,129,12487
225005,225005,36,3281
225061,225061,32,3077
225114,225114,219,20857
225354,225354,45,4202
225442,225442,143,13752
225616,225616,40,3655
225771,225771,60,5560
225903,225903,35,3306
225963,225963,35,3257
226084,226084,99,9595
226279,226279,156,14953
226454,226454,96,9259
226575,226575,329,31389
226966,226966,161,15381
227476,227476,178,17189
227685,227685,193,18374
227936,227936,40,3861
227994,227994,68,6001
228682,228682,79,7253
228948,228948,37,3560
229142,229142,39,3525
229538,229538,54,4742
229682,229682,43,3873
229748,229748,67,6430
229947,229947,62,5754
230226,230226,33,3077
230322,230322,80,7041
230521,230521,63,6011
230848,230848,34,3003
230904,230904,55,5332
231179,231179,177,16909
231364,231364,116,11214
231621,231621,44,3927
231686,231686,199,18992
231909,231909,152,14364
232085,232085,69,6558
232619,232619,33,3133
232704,232704,41,3500
232869,232869,118,11207
233007,233007,138,13279
233197,233197,675,64738
233892,233892,114,10870
234131,234131,207,19810
234385,234385,231,22210
234635,234635,449,42696
235105,235105,109,10415
235240,235240,61,5819
235341,235341,47,4013
235415,235415,71,6600
235587,235587,154,14825
235769,235769,147,14116
235936,235936,63,6077
236024,236024,43,4147
236089,236089,69,6310
236316,236316,40,3514
236386,236386,49,4549
236458,236458,107,10188
236611,236611,47,4350
236790,236790,40,3746
236856,236856,43,3919
236920,236920,48,4361
237448,237448,61,5870
237582,237582,32,3056
237929,237929,93,8155
238210,238210,76,7276
238588,238588,40,3871
238797,238797,48,4358
239326,239326,44,4215
239474,239474,66,6062
239653,239653,51,4772
239847,239847,36,3495
240042,240042,43,3831
240248,240248,61,5063
240393,240393,43,3956
240499,240499,33,3077
240864,240864,111,10651
240998,240998,124,11789
241363,241363,46,3910
241487,241487,45,3819
241553,241553,48,4238
241619,241619,51,4490
241746,241746,124,11807
242022,242022,133,12671
242249,242249,138,13063
242568,242568,116,11016
242731,242731,70,5695
242820,242820,189,17893
243115,243115,34,3050
243189,243189,47,4350
243256,243256,249,23605
243529,243529,70,6329
243776,243776,107,10215
243903,243903,78,6658
244004,244004,124,11780
244149,244149,61,5464
244289,244289,73,6735
244680,244680,84,7982
244786,244786,59,5447
244876,244876,62,5975
244983,244983,37,3429
245052,245052,44,4296
245173,245173,41,3835
245380,245380,112,10643
245738,245738,60,5449
245817,245817,45,3661
245982,245982,69,6239
246352,246352,35,3333
246544,246544,211,19967
246913,246913,126,12061
247182,247182,57,5303
247273,247273,99,9532
247396,247396,69,6417
247509,247509,102,9868
247773,247773,290,27498
248084,248084,85,7278
248645,248645,166,15782
248880,248880,52,4691
249041,249041,91,8100
249188,249188,74,6757
249375,249375,75,7153
249548,249548,71,6601
249737,249737,33,3187
249960,249960,39,3655
207793,207753,119,3189
234914,234829,46,3273
207843,207753,67,3862
57786,57640,111,4147
57937,57789,87,3504
207818,207668,64,3496
20614,20442,54,4309
8511,8331,130,11825
8671,8491,62,3179
190096,189915,115,4397
124496,124303,55,3384
132083,131890,55,3384
130125,129924,50,3428
137712,137511,50,3428
207753,207543,95,3594
191719,191498,122,4111
191779,191498,114,3315
57937,57643,90,4372
58099,57800,55,3108
66634,66270,54,4807
206040,205667,44,3243
59086,58712,118,11225
130115,129708,52,4083
137702,137295,52,4083
38171,37296,36,3041
69770,68465,37,3342
39341,37857,64,5843
222442,220922,40,3169
142940,141352,155,5045
143119,141531,213,10995
142476,140125,55,3783
36353,33469,72,4502
36803,33911,95,4291
36215,33322,115,5444
36110,33216,68,3773
145143,142163,139,5128
145433,142437,76,4196
37697,34605,34,3036
34034,30815,61,3445
38214,34980,49,3647
33917,30671,89,4156
33375,30118,64,3958
33692,30435,176,6484
245738,241746,60,4729
245817,241825,45,3661
173876,167912,51,4940
173950,167986,77,7273
174137,168173,50,4562
174237,168273,63,5889
174318,168354,51,4857
174588,168624,57,5412
175976,170012,38,3655
176212,170248,77,7340
176392,170428,113,10815
176513,170549,283,27077
177400,171436,38,3399
177458,171494,380,36462
178041,172077,356,34260
178447,172483,121,11588
36336,30201,92,4948
36562,30424,74,3865
36663,30525,112,6106
36809,30671,232,12529
36118,29928,73,4536
38209,31109,63,3562
137295,130115,52,4083
137511,130125,50,3428
131890,124496,55,3384
131674,124087,127,12071
131878,124291,118,11288
132082,124495,56,5205
132268,124681,45,4133
132332,124745,80,7637
132479,124892,55,5227
132578,124991,74,6877
132683,125096,160,15200
132895,125308,97,9305
133013,125426,101,9606
133163,125576,84,7775
133524,125937,55,5267
133654,126067,110,10443
133964,126377,383,36303
135043,127456,89,8252
135182,127595,116,11070
135398,127811,123,11743
135566,127979,32,3145
135658,128071,32,3008
135725,128138,132,12589
135895,128308,62,5752
136007,128420,254,24195
136285,128698,131,12597
136436,128849,160,15290
136748,129161,43,3985
136924,129337,190,18128
137133,129546,57,5075
137295,129708,68,6478
137510,129923,51,4754
137698,130111,65,6202
137904,130317,131,12462
138059,130472,115,11015
132083,124303,55,3384
137712,129924,50,3428
137702,129708,52,4083
50700,42596,114,10626
50871,42767,89,8255
51033,42929,131,12426
51247,43143,136,12944
51434,43330,124,11996
51625,43521,36,3203
51692,43588,56,5375
51766,43662,104,9969
52039,43935,66,6017
52143,44039,49,4750
52273,44169,50,4364
52384,44280,42,3924
52527,44423,47,4434
52596,44492,59,5566
52676,44572,83,7553
52865,44761,46,4388
52935,44831,40,3863
53133,45029,38,3547
53207,45103,43,4119
53285,45181,186,17710
53661,45557,143,13635
53825,45721,99,9460
54537,46433,87,8009
54642,46538,149,14190
54946,46842,84,7553
55048,46944,66,6273
55269,47165,37,3242
55331,47227,106,10133
55518,47414,91,8357
55629,47525,65,5932
55712,47608,51,4933
55812,47708,31,3038
55908,47804,67,6074
56060,47956,236,22287
56315,48211,51,4762
56524,48420,37,3440
56618,48514,71,6525
49109,40917,52,4765
50192,42000,60,5479
50271,42079,88,8363
49280,41087,114,10726
49443,41250,80,6765
49586,41393,35,3142
49785,41592,45,4006
49964,41771,86,8088
50070,41877,70,4895
155381,146089,73,3880
207754,191778,118,3115
191778,207754,118,3115
146089,155381,73,3880
41087,49280,114,10726
41250,49443,80,6765
41393,49586,35,3142
41592,49785,45,4006
41771,49964,86,8088
41877,50070,70,4895
40917,49109,52,4765
42000,50192,60,5479
42079,50271,88,8363
42596,50700,114,10626
42767,50871,89,8255
42929,51033,131,12426
43143,51247,136,12944
43330,51434,124,11996
43521,51625,36,3203
43588,51692,56,5375
43662,51766,104,9969
43935,52039,66,6017
44039,52143,49,4750
44169,52273,50,4364
44280,52384,42,3924
44423,52527,47,4434
44492,52596,59,5566
44572,52676,83,7553
44761,52865,46,4388
44831,52935,40,3863
45029,53133,38,3547
45103,53207,43,4119
45181,53285,186,17710
45557,53661,143,13635
45721,53825,99,9460
46433,54537,87,8009
46538,54642,149,14190
46842,54946,84,7553
46944,55048,66,6273
47165,55269,37,3242
47227,55331,106,10133
47414,55518,91,8357
47525,55629,65,5932
47608,55712,51,4933
47708,55812,31,3038
47804,55908,67,6074
47956,56060,236,22287
48211,56315,51,4762
48420,56524,37,3440
48514,56618,71,6525
129708,137702,52,4083
129924,137712,50,3428
124303,132083,55,3384
124087,131674,127,12071
124291,131878,118,11288
124495,132082,56,5205
124681,132268,45,4133
124745,132332,80,7637
124892,132479,55,5227
124991,132578,74,6877
125096,132683,160,15200
125308,132895,97,9305
125426,133013,101,9606
125576,133163,84,7775
125937,133524,55,5267
126067,133654,110,10443
126377,133964,383,36303
127456,135043,89,8252
127595,135182,116,11070
127811,135398,123,11743
127979,135566,32,3145
128071,135658,32,3008
128138,135725,132,12589
128308,135895,62,5752
